text,term_id,label
Anhydrosis,HP:0000970,9
Lack of sweating,HP:0000970,9
Sudomotor dysfunction,HP:0000970,9
Sweating dysfunction,HP:0000970,9
Palmoplantar hyperkeratosis,HP:0000972,9
Hyperkeratosis of palms and soles,HP:0000972,9
Hyperkeratosis of the palms and soles,HP:0000972,9
Palmoplantar keratoses,HP:0000972,9
Palmoplantar keratosis,HP:0000972,9
Thick palms and soles,HP:0000972,9
Thickened palms and soles,HP:0000972,9
Thickening of the outer layer of the skin of the palms and soles,HP:0000972,9
Cutis laxa,HP:0000973,9
Chalazoderma,HP:0000973,9
Cutaneous laxity,HP:0000973,9
Dermatochalasia,HP:0000973,9
Dermatomegaly,HP:0000973,9
Elastolysis,HP:0000973,9
Generalised elastolysis,HP:0000973,9
Generalized elastolysis,HP:0000973,9
Hanging skin,HP:0000973,9
Hypoelastic skin,HP:0000973,9
Inelastic skin,HP:0000973,9
Lax skin,HP:0000973,9
Loose and inelastic skin,HP:0000973,9
Loose skin,HP:0000973,9
Skin laxity,HP:0000973,9
Hyperextensible skin,HP:0000974,9
Hyperelastic skin,HP:0000974,9
Skin hyperelasticity,HP:0000974,9
Skin hyperextensibility,HP:0000974,9
Stretchable skin,HP:0000974,9
Hyperhidrosis,HP:0000975,9
Diaphoresis,HP:0000975,9
Excessive sweating,HP:0000975,9
Increased sweating,HP:0000975,9
Profuse sweating,HP:0000975,9
Sweating,HP:0000975,9
Sweating profusely,HP:0000975,9
"Sweating, increased",HP:0000975,9
Bruising susceptibility,HP:0000978,9
Bruisability,HP:0000978,9
Bruise easily,HP:0000978,9
Easy bruisability,HP:0000978,9
Easy bruising,HP:0000978,9
Purpura,HP:0000979,9
Blood spots,HP:0000979,9
Red or purple spots on the skin,HP:0000979,9
Atypical scarring of skin,HP:0000987,9
Atypical scarring,HP:0000987,9
Skin rash,HP:0000988,9
Rash,HP:0000988,9
Pruritus,HP:0000989,9
Itching,HP:0000989,9
Itchy skin,HP:0000989,9
Skin itching,HP:0000989,9
Xanthomatosis,HP:0000991,9
Xanthomata,HP:0000991,9
Yellow bumps of fatty deposits on skin,HP:0000991,9
Cutaneous photosensitivity,HP:0000992,9
Photosensitive skin,HP:0000992,9
Photosensitive skin rashes,HP:0000992,9
Photosensitivity,HP:0000992,9
Sensitivity to sunlight,HP:0000992,9
Skin photosensitivity,HP:0000992,9
Sun sensitivity,HP:0000992,9
Melanocytic nevus,HP:0000995,9
Beauty mark,HP:0000995,9
Melanocytic naevus,HP:0000995,9
Melanocytic nevi,HP:0000995,9
Nevocellular nevi,HP:0000995,9
Noncancerous mole,HP:0000995,9
Pigmented naevi,HP:0000995,9
Pigmented nevi,HP:0000995,9
Facial capillary hemangioma,HP:0000996,1
Hypertrichosis,HP:0000998,9
Excessive hair growth,HP:0000998,9
Increased hair growth on body,HP:0000998,9
Pyoderma,HP:0000999,9
Pus-filled lesion,HP:0000999,9
Abnormality of skin pigmentation,HP:0001000,9
Abnormal pigmentation,HP:0001000,9
Abnormal skin color,HP:0001000,9
Abnormal skin colour,HP:0001000,9
Abnormal skin pigmentation,HP:0001000,9
Abnormality of pigmentation,HP:0001000,9
Pigmentary changes,HP:0001000,9
Pigmentary skin changes,HP:0001000,9
Pigmentation anomaly,HP:0001000,9
Abnormality of subcutaneous fat tissue,HP:0001001,9
Abnormality of fatty tissue below the skin,HP:0001001,9
Multiple lentigines,HP:0001003,9
Liver spots,HP:0001003,9
Dermatological manifestations of systemic disorders,HP:0001005,9
Hirsutism,HP:0001007,9
Excessive hairiness,HP:0001007,9
Accumulation of melanosomes in melanocytes,HP:0001008,9
Telangiectasia,HP:0001009,9
Spider veins,HP:0001009,9
Telangiectases,HP:0001009,9
Hypopigmentation of the skin,HP:0001010,9
Hypopigmentation,HP:0001010,9
Hypopigmented skin,HP:0001010,9
Patchy lightened skin,HP:0001010,9
Skin hypopigmentation,HP:0001010,9
Multiple lipomas,HP:0001012,15
Lipomas,HP:0001012,15
Lipomatosis,HP:0001012,15
Multiple fatty lumps,HP:0001012,15
Angiokeratoma,HP:0001014,9
Angiokeratomas,HP:0001014,9
Prominent superficial veins,HP:0001015,9
Marked subcutaneous veins,HP:0001015,9
Prominent veins,HP:0001015,9
Anemic pallor,HP:0001017,9
Anaemic pallor,HP:0001017,9
Abnormal palmar dermatoglyphics,HP:0001018,9
Erythroderma,HP:0001019,9
Exfoliative dermititis,HP:0001019,9
Generalised erythroderma,HP:0001019,9
Generalised erythrodermia,HP:0001019,9
Generalized erythroderma,HP:0001019,9
Generalized erythrodermia,HP:0001019,9
Red scaly skin caused by inflammatory skin disease,HP:0001019,9
Albinism,HP:0001022,9
Achromasia,HP:0001022,9
Skin dimple over apex of long bone angulation,HP:0001024,9
Urticaria,HP:0001025,9
Hives,HP:0001025,9
Penetrating foot ulcers,HP:0001026,9
"Soft, doughy skin",HP:0001027,9
Hemangioma,HP:0001028,11
Hemangiomata,HP:0001028,11
Strawberry mark,HP:0001028,11
Poikiloderma,HP:0001029,9
Fragile skin,HP:0001030,9
Skin fragility,HP:0001030,9
Subcutaneous lipoma,HP:0001031,9
Absent distal interphalangeal creases,HP:0001032,20
Absence of skin creases over distal interphalangeal joints,HP:0001032,20
Aplasia of the distal interphalangeal creases,HP:0001032,20
Distal finger flexion creases absent,HP:0001032,20
Facial flushing after alcohol intake,HP:0001033,9
Hypermelanotic macule,HP:0001034,9
Hyperpigmented macules,HP:0001034,9
Hyperpigmented skin patches,HP:0001034,9
Hyperpigmented spots,HP:0001034,9
Atheroeruptive xanthoma,HP:0001039,9
Multiple pterygia,HP:0001040,9
Facial erythema,HP:0001041,9
Blushed cheeks,HP:0001041,9
Blushing,HP:0001041,9
Red face,HP:0001041,9
Red in the face,HP:0001041,9
Rosacea,HP:0001041,9
Ruddy face,HP:0001041,9
High axial triradius,HP:0001042,9
Prominent scalp veins,HP:0001043,1
Intermittent jaundice,HP:0001046,9
Intermittent icterus,HP:0001046,9
Intermittent yellow skin,HP:0001046,9
Intermittent yellowing of skin,HP:0001046,9
Cavernous hemangioma,HP:0001048,11
Cavernous angioma,HP:0001048,11
Cavernous haemangioma,HP:0001048,11
Collection of dilated blood vessels that forms mass,HP:0001048,11
Absent dorsal skin creases over affected joints,HP:0001049,20
Plethora,HP:0001050,9
Seborrheic dermatitis,HP:0001051,9
Dysseborrheic dermatitis,HP:0001051,9
Seborrhea,HP:0001051,9
Seborrheic eczema,HP:0001051,9
Nevus flammeus,HP:0001052,9
Nevus simplex,HP:0001052,9
port-wine stain,HP:0001052,9
Hypopigmented skin patches,HP:0001053,9
Patchy loss of skin color,HP:0001053,9
Patchy loss of skin colour,HP:0001053,9
Numerous nevi,HP:0001054,9
Multiple pigmented nevi,HP:0001054,9
Numerous moles,HP:0001054,9
Erysipelas,HP:0001055,9
St. Anthony's Fire,HP:0001055,9
Milia,HP:0001056,9
Milk spot,HP:0001056,9
Millium cyst,HP:0001056,9
Poor wound healing,HP:0001058,9
Pterygium,HP:0001059,9
Pterygia,HP:0001059,9
Axillary pterygium,HP:0001060,9
Axillary pterygia,HP:0001060,9
Acne,HP:0001061,9
Breaking out,HP:0001061,9
Atypical nevus,HP:0001062,9
Atypical mole,HP:0001062,9
Dysplastic Nevus,HP:0001062,9
Acrocyanosis,HP:0001063,9
Persistent blue color of hands or feet,HP:0001063,9
Persistent blue colour of hands or feet,HP:0001063,9
Episodic hyperhidrosis,HP:0001069,9
"Hyperhidrosis, episodic",HP:0001069,9
Sporadic excessive sweating,HP:0001069,9
Mottled pigmentation,HP:0001070,9
Mottled skin coloring,HP:0001070,9
Mottled skin colouring,HP:0001070,9
Stippled pigmentation,HP:0001070,9
Angiokeratoma corporis diffusum,HP:0001071,9
Fabry syndrome,HP:0001071,9
Thickened skin,HP:0001072,9
Diffusely thickened skin,HP:0001072,9
Pachydermia,HP:0001072,9
Thick skin,HP:0001072,9
Cigarette-paper scars,HP:0001073,9
Cigarette paper scarring,HP:0001073,9
Atypical nevi in non-sun exposed areas,HP:0001074,9
Atrophic scars,HP:0001075,9
Sunken or indented skin due to damage,HP:0001075,9
"Thin, atrophic scars",HP:0001075,9
Glabellar hemangioma,HP:0001076,11
Glabellar capillary hemangioma,HP:0001076,11
Biliary tract abnormality,HP:0001080,17
Biliary tract disease,HP:0001080,17
Cholelithiasis,HP:0001081,17
Gallstones,HP:0001081,17
Cholecystitis,HP:0001082,17
Gallbladder inflammation,HP:0001082,17
Ectopia lentis,HP:0001083,2
Abnormality of lens position,HP:0001083,2
Lens dislocation,HP:0001083,2
Corneal arcus,HP:0001084,2
Anterior embryotoxon,HP:0001084,2
Arcus juvenilis,HP:0001084,2
Arcus lipoidis,HP:0001084,2
Arcus senilis,HP:0001084,2
Corneal annulus,HP:0001084,2
Gerontoxon,HP:0001084,2
Papilledema,HP:0001085,2
Papillitis,HP:0001085,2
Developmental glaucoma,HP:0001087,2
Childhood glaucoma,HP:0001087,2
Infantile glaucoma,HP:0001087,2
Paediatric glaucoma,HP:0001087,2
Pediatric glaucoma,HP:0001087,2
Brushfield spots,HP:0001088,2
Iris brushfield spots,HP:0001088,2
Speckled iris,HP:0001088,2
Iris atrophy,HP:0001089,2
Iris degeneration,HP:0001089,2
Abnormally large globe,HP:0001090,2
Increased size of eyes,HP:0001090,2
Increased size of palpebral fissures,HP:0001090,2
Large eyeballs,HP:0001090,2
Large eyes,HP:0001090,2
Large of palpebral fissures,HP:0001090,2
Megalophthalmos,HP:0001090,2
Absent lacrimal punctum,HP:0001092,1
Absent lacrimal gland puncta,HP:0001092,1
Absent lacrimal openings,HP:0001092,1
Absent lacrimal puncta,HP:0001092,1
Agenesis of the lacrimal punctum,HP:0001092,1
Aplasia of lacrimal puncta,HP:0001092,1
Lacrimal puncta aplasia,HP:0001092,1
"Lacrimal punctum, absence",HP:0001092,1
Optic nerve dysplasia,HP:0001093,2
Hypertensive retinopathy,HP:0001095,2
Keratoconjunctivitis,HP:0001096,1
Abnormal fundus morphology,HP:0001098,2
Abnormality of the fundus,HP:0001098,2
Fundus atrophy,HP:0001099,2
Abnormal macular morphology,HP:0001103,2
Abnormality of the macula,HP:0001103,2
Macula abnormality,HP:0001103,2
Macular abnormality,HP:0001103,2
Macular hypoplasia,HP:0001104,2
Retinal atrophy,HP:0001105,2
Periorbital hyperpigmentation,HP:0001106,1
Dark circles around the eyes,HP:0001106,1
Dark circles under the eyes,HP:0001106,1
Darkening around the eyes,HP:0001106,1
Idiopathic cutaneous hyperchromia at the orbital region,HP:0001106,1
Infraorbital pigmentation,HP:0001106,1
Periorbital melanosis,HP:0001106,1
Pigmentation around the eyes,HP:0001106,1
Ocular albinism,HP:0001107,2
Absent pigmentation in the eye,HP:0001107,2
"Albinism, Ocular",HP:0001107,2
Leber optic atrophy,HP:0001112,2
Leber optic atrophy features,HP:0001112,2
Leber optic degeneration,HP:0001112,2
Xanthelasma,HP:0001114,1
Fatty deposits in skin around the eyes,HP:0001114,1
Fatty deposits on eyelids,HP:0001114,1
Xanthelasma of eyelid,HP:0001114,1
Xanthelasma of periocular region,HP:0001114,1
Xanthelasma palpebrarum,HP:0001114,1
Xanthoma,HP:0001114,1
Xanthoma of eyelid,HP:0001114,1
Xanthoma of periocular region,HP:0001114,1
Posterior polar cataract,HP:0001115,2
"Polar cataract, posterior",HP:0001115,2
Macular coloboma,HP:0001116,2
Coloboma of the macula,HP:0001116,2
Sudden loss of visual acuity,HP:0001117,2
Sudden central visual loss,HP:0001117,2
Sudden decrease in vision,HP:0001117,2
Visual field defect,HP:0001123,2
Partial loss of field of vision,HP:0001123,2
Visual field defects,HP:0001123,2
Transient unilateral blurring of vision,HP:0001125,2
Hemianopic blurring,HP:0001125,2
Hemianoptic blurring of vision,HP:0001125,2
Transient unilateral blurred vision,HP:0001125,2
Cryptophthalmos,HP:0001126,1
Trichiasis,HP:0001128,1
Ingrown eyelashes,HP:0001128,1
Introversion of eyelashes,HP:0001128,1
Trichiasis of eyelid eyelashes,HP:0001128,1
Large central visual field defect,HP:0001129,2
Large central loss of field of vision,HP:0001129,2
Corneal dystrophy,HP:0001131,2
Constriction of peripheral visual field,HP:0001133,2
Concentric narrowing of visual field,HP:0001133,2
Constricted visual field,HP:0001133,2
Constricted visual fields,HP:0001133,2
Limited peripheral vision,HP:0001133,2
Reduced peripheral vision,HP:0001133,2
Visual field constriction,HP:0001133,2
Anterior polar cataract,HP:0001134,2
"Polar cataract, anterior",HP:0001134,2
Chorioretinal dystrophy,HP:0001135,2
Alternating esotropia,HP:0001137,2
Alternating cross eyes,HP:0001137,2
Optic neuropathy,HP:0001138,2
Damaged optic nerve,HP:0001138,2
Choroideremia,HP:0001139,2
Limbal dermoid,HP:0001140,1
Benign eye tumor,HP:0001140,1
Benign eye tumour,HP:0001140,1
Epibulbar dermoid,HP:0001140,1
Epibulbar dermoids,HP:0001140,1
Orbital cyst,HP:0001144,1
Cyst of eye socket,HP:0001144,1
Orbital cysts,HP:0001144,1
Retinal exudate,HP:0001147,2
Retinal exudates,HP:0001147,2
Lattice corneal dystrophy,HP:0001149,2
Biber haab dimmer dystrophy,HP:0001149,2
Saccadic smooth pursuit,HP:0001152,2
Saccadic pursuit movements,HP:0001152,2
Saccadic slow pursuit,HP:0001152,2
Septate vagina,HP:0001153,0
Double vagina,HP:0001153,0
Abnormality of the hand,HP:0001155,21
Abnormal hands,HP:0001155,21
Hand anomalies,HP:0001155,21
Hand deformities,HP:0001155,21
Brachydactyly,HP:0001156,20
Brachydactyly syndrome,HP:0001156,20
Short fingers or toes,HP:0001156,20
Hand polydactyly,HP:0001161,20
Extra finger,HP:0001161,20
Finger polydactyly,HP:0001161,20
Polydactyly of the hand,HP:0001161,20
Supernumerary finger,HP:0001161,20
Postaxial hand polydactyly,HP:0001162,20
Extra little finger,HP:0001162,20
Extra pinkie finger,HP:0001162,20
Extra pinky finger,HP:0001162,20
Polydactyly affecting the 5th finger,HP:0001162,20
Postaxial polydactyly of fingers,HP:0001162,20
Postaxial polydactyly of hand,HP:0001162,20
Postaxial polydactyly of hands,HP:0001162,20
Arachnodactyly,HP:0001166,20
Long slender fingers,HP:0001166,20
"Long, slender fingers",HP:0001166,20
Spider fingers,HP:0001166,20
Abnormal finger morphology,HP:0001167,20
Abnormalities of the fingers,HP:0001167,20
Abnormality of finger,HP:0001167,20
Broad palm,HP:0001169,21
Broad hand,HP:0001169,21
Broad hands,HP:0001169,21
Wide palm,HP:0001169,21
Abnormal thumb morphology,HP:0001172,20
Abnormality of the thumb,HP:0001172,20
Abnormality of the thumbs,HP:0001172,20
Thumb deformity,HP:0001172,20
Large hands,HP:0001176,21
Disproportionately large hands,HP:0001176,21
large hand,HP:0001176,21
Preaxial hand polydactyly,HP:0001177,20
Extra thumb,HP:0001177,20
Polydactyly affecting the thumb,HP:0001177,20
Preaxial polydactyly of hands,HP:0001177,20
Supernumerary thumb,HP:0001177,20
thumb polydactyly,HP:0001177,20
Ulnar claw,HP:0001178,21
Adducted thumb,HP:0001181,20
Adducted thumbs,HP:0001181,20
Inward turned thumb,HP:0001181,20
Thumb-in-palm deformity,HP:0001181,20
Thumb-in-palm pattern,HP:0001181,20
Tapered finger,HP:0001182,20
Distally tapering fingers,HP:0001182,20
Tapered fingers,HP:0001182,20
Tapered fingertips,HP:0001182,20
Tapering fingers,HP:0001182,20
Hand clenching,HP:0001188,21
Clenched hand,HP:0001188,21
Clenched hands,HP:0001188,21
Fisted hand,HP:0001188,21
Fisting,HP:0001188,21
Hands fisted,HP:0001188,21
Hands tightly fisted,HP:0001188,21
Thumb clasp,HP:0001188,21
Abnormal carpal morphology,HP:0001191,20
Abnormal carpal bones,HP:0001191,20
Abnormal wrist bones,HP:0001191,20
Abnormality of the carpal bones,HP:0001191,20
Anomalous carpal bones,HP:0001191,20
Carpal bone anomalies,HP:0001191,20
Abnormalities of placenta or umbilical cord,HP:0001194,7
Single umbilical artery,HP:0001195,7
2 vessel cord,HP:0001195,7
2 vessel umbilical cord,HP:0001195,7
Only one artery in umbilical cord instead of two,HP:0001195,7
SUA,HP:0001195,7
Two vessel cord,HP:0001195,7
Two vessel umbilical cord,HP:0001195,7
Two-vessel cord,HP:0001195,7
Short umbilical cord,HP:0001196,7
Distal symphalangism of hands,HP:0001204,20
Fused outermost bones of hand,HP:0001204,20
Symphalangism affecting the distal phalanges of the hand,HP:0001204,20
Synostosis of distal phalanges,HP:0001204,20
Terminal symphalangism,HP:0001204,20
Abnormal fingertip morphology,HP:0001211,20
Abnormality of the fingertips,HP:0001211,20
Prominent fingertip pads,HP:0001212,9
Persistence of fingerpads,HP:0001212,9
Persistent fetal fingertip pads,HP:0001212,9
Persistent foetal fingertip pads,HP:0001212,9
Prominent finger pads,HP:0001212,9
Camptodactyly of 2nd-5th fingers,HP:0001215,20
Delayed ossification of carpal bones,HP:0001216,20
Carpal delayed ossification,HP:0001216,20
Delayed carpal bone age,HP:0001216,20
Delayed carpal ossification,HP:0001216,20
Delayed maturation of carpal bones,HP:0001216,20
Delayed maturation of wrist bone,HP:0001216,20
Clubbing,HP:0001217,20
Clubbing of fingers and toes,HP:0001217,20
Digital clubbing,HP:0001217,20
Autoamputation,HP:0001218,21
Interphalangeal joint contracture of finger,HP:0001220,20
Interphalangeal joint flexion contractures,HP:0001220,20
Spatulate thumbs,HP:0001222,20
Spoon shaped thumbs,HP:0001222,20
Pointed proximal second through fifth metacarpals,HP:0001223,20
Abnormality of the thenar eminence,HP:0001227,20
Thenar abnormality,HP:0001227,20
Broad metacarpals,HP:0001230,20
Wide long bones of hand,HP:0001230,20
Wide metacarpals,HP:0001230,20
Abnormal fingernail morphology,HP:0001231,9
Abnormal fingernails,HP:0001231,9
Abnormality of the fingernails,HP:0001231,9
2-3 finger cutaneous syndactyly,HP:0001233,20
Syndactyly 2nd-3rd fingers,HP:0001233,20
"Syndactyly, 2-3 finger",HP:0001233,20
Webbed 2nd-3rd fingers,HP:0001233,20
Hitchhiker thumb,HP:0001234,20
Abducted thumb,HP:0001234,20
Slender finger,HP:0001238,20
Narrow fingers,HP:0001238,20
Slender fingers,HP:0001238,20
thin fingers,HP:0001238,20
Wrist flexion contracture,HP:0001239,20
Wrist contracture,HP:0001239,20
Wrist flexion deformity,HP:0001239,20
Capitate-hamate fusion,HP:0001241,20
Capitate-hamate fusions,HP:0001241,20
Fused capitate and hamate,HP:0001241,20
Fusion of capitate and hamate,HP:0001241,20
Fusion of hamate and capitate,HP:0001241,20
Short tubular bones of the hand,HP:0001248,20
Long bone shortening of the hand,HP:0001248,20
Short long bones of the hand,HP:0001248,20
Shortened long tubular bones of the hand,HP:0001248,20
Shortened tubular bones of the hand,HP:0001248,20
Intellectual disability,HP:0001249,4
Dull intelligence,HP:0001249,4
Low intelligence,HP:0001249,4
Mental deficiency,HP:0001249,4
Mental retardation,HP:0001249,4
"Mental retardation, nonspecific",HP:0001249,4
Mental-retardation,HP:0001249,4
Nonprogressive intellectual disability,HP:0001249,4
Nonprogressive mental retardation,HP:0001249,4
Poor school performance,HP:0001249,4
Seizure,HP:0001250,4
Epilepsy,HP:0001250,4
Epileptic seizure,HP:0001250,4
Seizures,HP:0001250,4
Ataxia,HP:0001251,4
Cerebellar ataxia,HP:0001251,4
Hypotonia,HP:0001252,20
Central hypotonia,HP:0001252,20
Low muscle tone,HP:0001252,20
Low or weak muscle tone,HP:0001252,20
Muscle hypotonia,HP:0001252,20
Muscular hypotonia,HP:0001252,20
Peripheral hypotonia,HP:0001252,20
Lethargy,HP:0001254,4
Dullness,HP:0001254,4
Inaction,HP:0001254,4
Inactivity,HP:0001254,4
Languor,HP:0001254,4
Slowness,HP:0001254,4
Torpor,HP:0001254,4
"Intellectual disability, mild",HP:0001256,4
"Mental retardation, borderline-mild",HP:0001256,4
"Mental retardation, mild",HP:0001256,4
Mild and nonprogressive mental retardation,HP:0001256,4
Mild mental retardation,HP:0001256,4
Spasticity,HP:0001257,4
"Involuntary muscle stiffness, contraction, or spasm",HP:0001257,4
Muscle spasticity,HP:0001257,4
Muscular spasticity,HP:0001257,4
Spastic paraplegia,HP:0001258,4
"Spastic paraplegia, lower limb",HP:0001258,4
Coma,HP:0001259,4
Persistent vegetative state,HP:0001259,4
Stupor,HP:0001259,4
Trance,HP:0001259,4
Unconsciousness,HP:0001259,4
Excessive daytime somnolence,HP:0001262,4
Excessive daytime sleepiness,HP:0001262,4
More than typical sleepiness during day,HP:0001262,4
Global developmental delay,HP:0001263,4
Cognitive delay,HP:0001263,4
Delayed cognitive development,HP:0001263,4
Delayed development,HP:0001263,4
Delayed developmental milestones,HP:0001263,4
Delayed intellectual development,HP:0001263,4
Delayed milestones,HP:0001263,4
Delayed psychomotor development,HP:0001263,4
Developmental delay,HP:0001263,4
Developmental delay in early childhood,HP:0001263,4
"Developmental delay, global",HP:0001263,4
Developmental retardation,HP:0001263,4
GDD,HP:0001263,4
Lack of psychomotor development,HP:0001263,4
Mental and motor retardation,HP:0001263,4
Motor and developmental delay,HP:0001263,4
Motormental retardation,HP:0001263,4
Psychomotor delay,HP:0001263,4
Psychomotor development deficiency,HP:0001263,4
Psychomotor development failure,HP:0001263,4
Psychomotor developmental delay,HP:0001263,4
Retarded development,HP:0001263,4
Retarded mental development,HP:0001263,4
Retarded psychomotor development,HP:0001263,4
Spastic diplegia,HP:0001264,4
Spastic diparesis,HP:0001264,4
Spastic diplegic,HP:0001264,4
Mental deterioration,HP:0001268,4
Cognitive decline,HP:0001268,4
"Cognitive decline, progressive",HP:0001268,4
Intellectual deterioration,HP:0001268,4
Progressive cognitive decline,HP:0001268,4
Hemiparesis,HP:0001269,4
Weakness of one side of body,HP:0001269,4
Polyneuropathy,HP:0001271,4
Peripheral nerve disease,HP:0001271,4
Cerebellar atrophy,HP:0001272,4
Atrophic cerebellum,HP:0001272,4
Degeneration of cerebellum,HP:0001272,4
Infratentorial atrophy,HP:0001272,4
Agenesis of corpus callosum,HP:0001274,4
Absence of corpus callosum,HP:0001274,4
Absent corpus callosum,HP:0001274,4
Agenesis of the corpus callosum,HP:0001274,4
Callosal agenesis,HP:0001274,4
Corpus callosum agenesis,HP:0001274,4
Dysplastic or absent corpus callosum,HP:0001274,4
Hypertonia,HP:0001276,20
Hypertonicity,HP:0001276,20
Increased muscle tone,HP:0001276,20
Muscle hypertonia,HP:0001276,20
Spasticity and rigidity of muscles,HP:0001276,20
Orthostatic hypotension,HP:0001278,4
Decrease in blood pressure upon standing up,HP:0001278,4
Postural hypotension,HP:0001278,4
Syncope,HP:0001279,11
Fainting spell,HP:0001279,11
Tetany,HP:0001281,20
Intermittent involuntary muscle spasm,HP:0001281,20
Bulbar palsy,HP:0001283,4
Bulbar muscle weakness,HP:0001283,4
Bulbar palsies,HP:0001283,4
Bulbar weakness,HP:0001283,4
Areflexia,HP:0001284,4
Absent deep tendon reflexes,HP:0001284,4
Absent reflexes,HP:0001284,4
Absent tendon reflexes,HP:0001284,4
Deep tendon reflexes absent,HP:0001284,4
Loss of deep tendon reflexes,HP:0001284,4
Lost deep tendon reflexes,HP:0001284,4
Spastic tetraparesis,HP:0001285,4
Spastic quadriparesis,HP:0001285,4
Meningitis,HP:0001287,4
Gait disturbance,HP:0001288,4
Abnormal gait,HP:0001288,4
Abnormal walk,HP:0001288,4
Difficulty in walking,HP:0001288,4
Gait abnormalities,HP:0001288,4
Gait difficulties,HP:0001288,4
Gait disturbances,HP:0001288,4
Impaired gait,HP:0001288,4
Walking disability,HP:0001288,4
Generalized hypotonia,HP:0001290,20
Generalised decreased muscle tone,HP:0001290,20
Generalised hypotonia,HP:0001290,20
Generalised muscular hypotonia,HP:0001290,20
Generalized decreased muscle tone,HP:0001290,20
Generalized muscular hypotonia,HP:0001290,20
"Hypotonia, generalised",HP:0001290,20
"Hypotonia, generalized",HP:0001290,20
Abnormal cranial nerve morphology,HP:0001291,4
Abnormality of cranial nerve,HP:0001291,4
Abnormality of the cranial nerves,HP:0001291,4
Cranial nerve abnormality,HP:0001291,4
Cranial nerve disease,HP:0001291,4
Cranial nerve involvement,HP:0001291,4
Cranial nerve compression,HP:0001293,4
Stroke,HP:0001297,4
Cerebral vascular events,HP:0001297,4
Cerebrovascular accident,HP:0001297,4
Cerebrovascular accidents,HP:0001297,4
Encephalopathy,HP:0001298,4
Parkinsonism,HP:0001300,4
Parkinsonian disease,HP:0001300,4
Chronic sensorineural polyneuropathy,HP:0001301,4
Pachygyria,HP:0001302,4
Cerebral pachygyria,HP:0001302,4
Fewer and broader ridges in brain,HP:0001302,4
Macrogyria,HP:0001302,4
Tongue fasciculations,HP:0001308,1
Lingual fasciculations,HP:0001308,1
Lingual fibrillations,HP:0001308,1
Lingual twitching,HP:0001308,1
Tongue fasciculation,HP:0001308,1
Tongue fasciculations/fibrillations,HP:0001308,1
Tongue twitching,HP:0001308,1
Twitching of the tongue,HP:0001308,1
Dysmetria,HP:0001310,4
Abnormal finger chase test,HP:0001310,4
Abnormal finger-nose-finger test,HP:0001310,4
Lack of coordination of movement,HP:0001310,4
Abnormal nervous system electrophysiology,HP:0001311,4
Neurophysiologic abnormalities,HP:0001311,4
Neurophysiologic abnormality,HP:0001311,4
Reduced tendon reflexes,HP:0001315,4
Absent or decreased deep tendon reflexes,HP:0001315,4
Decreased deep tendon reflexes,HP:0001315,4
Decreased tendon reflexes,HP:0001315,4
Decreased to absent deep tendon reflexes,HP:0001315,4
Decreased/absent deep tendon reflexes,HP:0001315,4
Depressed tendon reflexes,HP:0001315,4
Diminished deep tendon reflexes,HP:0001315,4
Diminished or absent deep tendon reflexes,HP:0001315,4
Diminished or absent tendon reflexes,HP:0001315,4
Hypoactive to absent deep tendon reflexes,HP:0001315,4
Impaired tendon reflexes,HP:0001315,4
Reduced/absent deep tendon reflexes,HP:0001315,4
Weak or absent deep tendon reflexes,HP:0001315,4
Abnormal cerebellum morphology,HP:0001317,4
Abnormality of the cerebellum,HP:0001317,4
Cerebellar abnormalities,HP:0001317,4
Cerebellar abnormality,HP:0001317,4
Cerebellar anomaly,HP:0001317,4
Cerebellar signs,HP:0001317,4
Neonatal hypotonia,HP:0001319,20
Congenital hypotonia,HP:0001319,20
"Hypotonia, in neonatal onset",HP:0001319,20
"Hypotonia, neonatal",HP:0001319,20
"Low muscle tone, in neonatal onset",HP:0001319,20
Cerebellar vermis hypoplasia,HP:0001320,4
Cerebellar vermal hypoplasia,HP:0001320,4
Hypoplasia of the cerebellar vermis,HP:0001320,4
Hypoplastic cerebellar vermis,HP:0001320,4
Muscle weakness,HP:0001324,20
Muscular weakness,HP:0001324,20
Hypoglycemic coma,HP:0001325,4
Coma caused by low blood sugar,HP:0001325,4
"Coma, hypoglycemic",HP:0001325,4
Hypoglycaemic coma,HP:0001325,4
Loss of consciousness due to hypoglycemia,HP:0001325,4
EEG with irregular generalized spike and wave complexes,HP:0001326,4
EEG with irregular generalised spike and wave complexes,HP:0001326,4
Photosensitive myoclonic seizure,HP:0001327,4
Photically induced myoclonic seizure,HP:0001327,4
Photomyoclonic seizure,HP:0001327,4
Photomyoclonic seizures,HP:0001327,4
Specific learning disability,HP:0001328,4
Absent septum pellucidum,HP:0001331,4
Absence of septum pellucidum,HP:0001331,4
Absence of the septum pellucidum,HP:0001331,4
Agenesis of the septum pellucidum,HP:0001331,4
Missing septum pellucidum,HP:0001331,4
Dystonia,HP:0001332,4
Dystonic disease,HP:0001332,4
Dystonic movements,HP:0001332,4
Communicating hydrocephalus,HP:0001334,4
Myoclonus,HP:0001336,4
Involuntary jerking movements,HP:0001336,4
Jerking,HP:0001336,4
Myoclonic jerks,HP:0001336,4
Partial agenesis of the corpus callosum,HP:0001338,4
"Corpus callosum agenesis, partial",HP:0001338,4
Partial agenesis of corpus callosum,HP:0001338,4
